Relatório Meteorológico da Estação: Irajá 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/07/2015 00:00:00 HBV 0.0 ND ND 23.2 ND 73 
01/07/2015 00:15:00 HBV 0.0 ND ND 23.2 ND 71 
01/07/2015 00:30:00 HBV 0.0 ND ND 23.5 ND 70 
01/07/2015 00:45:00 HBV 0.0 ND ND 23.0 ND 73 
01/07/2015 01:00:00 HBV 0.0 ND ND 22.5 ND 76 
01/07/2015 01:15:00 HBV 0.0 ND ND 22.5 ND 77 
01/07/2015 01:30:00 HBV 0.0 ND ND 22.5 ND 77 
01/07/2015 01:45:00 HBV 0.0 ND ND 22.5 ND 76 
01/07/2015 02:00:00 HBV 0.0 ND ND 22.5 ND 74 
01/07/2015 02:15:00 HBV 0.0 ND ND 22.5 ND 74 
01/07/2015 02:30:00 HBV 0.0 ND ND 22.5 ND 74 
01/07/2015 02:45:00 HBV 0.0 ND ND 23.2 ND 68 
01/07/2015 03:00:00 HBV 0.0 ND ND 23.2 ND 70 
01/07/2015 03:15:00 HBV 0.0 ND ND 22.7 ND 73 
01/07/2015 03:30:00 HBV 0.0 ND ND 23.0 ND 72 
01/07/2015 03:45:00 HBV 0.0 ND ND 22.7 ND 71 
01/07/2015 04:00:00 HBV 0.0 ND ND 22.7 ND 71 
01/07/2015 04:15:00 HBV 0.0 ND ND 22.5 ND 73 
01/07/2015 04:30:00 HBV 0.0 ND ND 22.5 ND 73 
01/07/2015 04:45:00 HBV 0.0 ND ND 22.3 ND 73 
01/07/2015 05:00:00 HBV 0.0 ND ND 22.7 ND 69 
01/07/2015 05:15:00 HBV 0.0 ND ND 22.3 ND 70 
01/07/2015 05:30:00 HBV 0.0 ND ND 22.5 ND 70 
01/07/2015 05:45:00 HBV 0.0 ND ND 22.3 ND 71 
01/07/2015 06:00:00 HBV 0.0 ND ND 22.0 ND 72 
