Relatório Meteorológico da Estação: Santa Cruz 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/07/2017 00:00:00 HBV 0.0 ND ND 18.8 ND 93 
01/07/2017 00:15:00 HBV 0.0 ND ND 18.8 ND 94 
01/07/2017 00:30:00 HBV 0.0 ND ND 18.6 ND 94 
01/07/2017 00:45:00 HBV 0.0 ND ND 18.3 ND 94 
01/07/2017 01:00:00 HBV 0.0 ND ND 18.6 ND 94 
01/07/2017 01:15:00 HBV 0.0 ND ND 18.3 ND 93 
01/07/2017 01:30:00 HBV 0.0 ND ND 18.6 ND 90 
01/07/2017 01:45:00 HBV 0.0 ND ND 18.6 ND 87 
01/07/2017 02:00:00 HBV 0.0 ND ND 18.6 ND 84 
01/07/2017 02:15:00 HBV 0.0 ND ND 18.8 ND 83 
01/07/2017 02:30:00 HBV 0.0 ND ND 18.6 ND 85 
01/07/2017 02:45:00 HBV 0.0 ND ND 18.8 ND 80 
01/07/2017 03:00:00 HBV 0.0 ND ND 19.3 ND 74 
01/07/2017 03:15:00 HBV 0.0 ND ND 19.3 ND 72 
01/07/2017 03:30:00 HBV 0.0 ND ND 19.3 ND 72 
01/07/2017 03:45:00 HBV 0.0 ND ND 19.3 ND 73 
01/07/2017 04:00:00 HBV 0.0 ND ND 19.3 ND 74 
01/07/2017 04:15:00 HBV 0.0 ND ND 19.6 ND 71 
01/07/2017 04:30:00 HBV 0.0 ND ND 19.6 ND 72 
01/07/2017 04:45:00 HBV 0.0 ND ND 19.6 ND 71 
01/07/2017 05:00:00 HBV 0.0 ND ND 20.1 ND 69 
01/07/2017 05:15:00 HBV 0.0 ND ND 19.8 ND 69 
01/07/2017 05:30:00 HBV 0.0 ND ND 19.6 ND 71 
01/07/2017 05:45:00 HBV 0.0 ND ND 19.6 ND 70 
01/07/2017 06:00:00 HBV 0.0 ND ND 19.1 ND 70 
