Relatório Meteorológico da Estação: Alto da Boa Vista 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/01/2013 00:00:00 HBV 0.0 ND ND 25.7 ND ND 
01/01/2013 00:15:00 HBV 0.0 ND ND 25.2 ND ND 
01/01/2013 00:30:00 HBV 0.0 ND ND 24.9 ND ND 
01/01/2013 00:45:00 HBV 0.0 ND ND 24.7 ND ND 
01/01/2013 01:00:00 HBV 0.0 ND ND 24.7 ND ND 
01/01/2013 01:15:00 HBV 0.0 ND ND 24.5 ND ND 
01/01/2013 01:30:00 HBV 0.0 ND ND 24.5 ND ND 
01/01/2013 01:45:00 HBV 0.0 ND ND 24.5 ND ND 
01/01/2013 02:00:00 HBV 0.0 ND ND 24.2 ND ND 
01/01/2013 02:15:00 HBV 0.0 ND ND 24.2 ND ND 
01/01/2013 02:30:00 HBV 0.0 ND ND 24.0 ND ND 
01/01/2013 02:45:00 HBV 0.0 ND ND 24.2 ND ND 
01/01/2013 03:00:00 HBV 0.0 ND ND 24.0 ND ND 
01/01/2013 03:15:00 HBV 0.0 ND ND 24.0 ND ND 
01/01/2013 03:30:00 HBV 0.0 ND ND 23.7 ND ND 
01/01/2013 03:45:00 HBV 0.0 ND ND 23.5 ND ND 
01/01/2013 04:00:00 HBV 0.0 ND ND 23.5 ND ND 
01/01/2013 04:15:00 HBV 0.0 ND ND 23.5 ND ND 
01/01/2013 04:30:00 HBV 0.0 ND ND 23.0 ND ND 
01/01/2013 04:45:00 HBV 0.0 ND ND 23.0 ND ND 
01/01/2013 05:00:00 HBV 0.0 ND ND 23.2 ND ND 
01/01/2013 05:15:00 HBV 0.0 ND ND 23.7 ND ND 
01/01/2013 05:30:00 HBV 0.0 ND ND 23.7 ND ND 
01/01/2013 05:45:00 HBV 0.0 ND ND 24.5 ND ND 
01/01/2013 06:00:00 HBV 0.0 ND ND 25.4 ND ND 
