Relatório Meteorológico da Estação: Alto da Boa Vista 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/07/2017 00:00:00 HBV 0.0 ND ND 15.7 ND 82 
01/07/2017 00:15:00 HBV 0.0 ND ND 15.2 ND 86 
01/07/2017 00:30:00 HBV 0.0 ND ND 15.4 ND 86 
01/07/2017 00:45:00 HBV 0.0 ND ND 15.2 ND 87 
01/07/2017 01:00:00 HBV 0.0 ND ND 15.4 ND 85 
01/07/2017 01:15:00 HBV 0.0 ND ND 15.4 ND 85 
01/07/2017 01:30:00 HBV 0.0 ND ND 14.9 ND 83 
01/07/2017 01:45:00 HBV 0.0 ND ND 14.9 ND 86 
01/07/2017 02:00:00 HBV 0.0 ND ND 14.7 ND 83 
01/07/2017 02:15:00 HBV 0.0 ND ND 15.2 ND 84 
01/07/2017 02:30:00 HBV 0.0 ND ND 15.7 ND 80 
01/07/2017 02:45:00 HBV 0.0 ND ND 16.2 ND 77 
01/07/2017 03:00:00 HBV 0.0 ND ND 16.2 ND 78 
01/07/2017 03:15:00 HBV 0.0 ND ND 16.4 ND 80 
01/07/2017 03:30:00 HBV 0.0 ND ND 16.4 ND 80 
01/07/2017 03:45:00 HBV 0.0 ND ND 16.4 ND 80 
01/07/2017 04:00:00 HBV 0.0 ND ND 16.6 ND 77 
01/07/2017 04:15:00 HBV 0.0 ND ND 16.9 ND 79 
01/07/2017 04:30:00 HBV 0.0 ND ND 16.9 ND 80 
01/07/2017 04:45:00 HBV 0.0 ND ND 16.6 ND 83 
01/07/2017 05:00:00 HBV 0.0 ND ND 16.6 ND 83 
01/07/2017 05:15:00 HBV 0.0 ND ND 16.6 ND 84 
01/07/2017 05:30:00 HBV 0.0 ND ND 17.1 ND 76 
01/07/2017 05:45:00 HBV 0.0 ND ND 17.6 ND 74 
01/07/2017 06:00:00 HBV 0.0 ND ND 17.4 ND 74 
