Relatório Meteorológico da Estação: Alto da Boa Vista 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/01/2018 00:00:00 HBV 0.0 ND ND 22.3 ND 88 
01/01/2018 00:15:00 HBV 0.0 ND ND 22.3 ND 88 
01/01/2018 00:30:00 HBV 0.0 ND ND 22.0 ND 88 
01/01/2018 00:45:00 HBV 0.0 ND ND 22.0 ND 89 
01/01/2018 01:00:00 HBV 0.0 ND ND 22.0 ND 89 
01/01/2018 01:15:00 HBV 0.0 ND ND 22.0 ND 87 
01/01/2018 01:30:00 HBV 0.0 ND ND 22.0 ND 88 
01/01/2018 01:45:00 HBV 0.0 ND ND 22.3 ND 88 
01/01/2018 02:00:00 HBV 0.0 ND ND 22.0 ND 90 
01/01/2018 02:15:00 HBV 0.0 ND ND 21.8 ND 90 
01/01/2018 02:30:00 HBV 0.0 ND ND 22.3 ND 88 
01/01/2018 02:45:00 HBV 0.0 ND ND 22.5 ND 86 
01/01/2018 03:00:00 HBV 0.0 ND ND 22.0 ND 88 
01/01/2018 03:15:00 HBV 0.0 ND ND 22.5 ND 86 
01/01/2018 03:30:00 HBV 0.0 ND ND 22.3 ND 87 
01/01/2018 03:45:00 HBV 0.0 ND ND 22.3 ND 86 
01/01/2018 04:00:00 HBV 0.0 ND ND 21.8 ND 88 
01/01/2018 04:15:00 HBV 0.0 ND ND 21.5 ND 89 
01/01/2018 04:30:00 HBV 0.0 ND ND 22.0 ND 87 
01/01/2018 04:45:00 HBV 0.0 ND ND 24.2 ND 72 
01/01/2018 05:00:00 HBV 0.0 ND ND 23.0 ND 78 
01/01/2018 05:15:00 HBV 0.0 ND ND 22.5 ND 82 
01/01/2018 05:30:00 HBV 0.0 ND ND 22.0 ND 85 
01/01/2018 05:45:00 HBV 0.0 ND ND 21.8 ND 86 
01/01/2018 06:00:00 HBV 0.0 ND ND 21.5 ND 88 
