Relatório Meteorológico da Estação: Alto da Boa Vista 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/12/2011 00:00:00 HBV 0.0 ND ND 24.5 ND 76 
01/12/2011 00:15:00 HBV 0.0 ND ND 24.2 ND 78 
01/12/2011 00:30:00 HBV 0.0 ND ND 21.8 ND 90 
01/12/2011 00:45:00 HBV 0.0 ND ND 21.5 ND 92 
01/12/2011 01:00:00 HBV 0.0 ND ND 21.3 ND 94 
01/12/2011 01:15:00 HBV 0.0 ND ND 21.0 ND 93 
01/12/2011 01:30:00 HBV 0.0 ND ND 20.8 ND 94 
01/12/2011 01:45:00 HBV 0.0 ND ND 20.5 ND 94 
01/12/2011 02:00:00 HBV 0.0 ND ND 20.8 ND 95 
01/12/2011 02:15:00 HBV 0.0 ND ND 20.5 ND 95 
01/12/2011 02:30:00 HBV 0.0 ND ND 20.3 ND 96 
01/12/2011 02:45:00 HBV 0.0 ND ND 20.5 ND 96 
01/12/2011 03:00:00 HBV 0.0 ND ND 21.3 ND 93 
01/12/2011 03:15:00 HBV 0.0 ND ND 22.5 ND 86 
01/12/2011 03:30:00 HBV 0.0 ND ND 22.7 ND 84 
01/12/2011 03:45:00 HBV 0.0 ND ND 23.7 ND 76 
01/12/2011 04:00:00 HBV 0.0 ND ND 25.2 ND 66 
01/12/2011 04:15:00 HBV 0.0 ND ND 24.9 ND 69 
01/12/2011 04:30:00 HBV 0.0 ND ND 24.5 ND 72 
01/12/2011 04:45:00 HBV 0.0 ND ND 24.7 ND 67 
01/12/2011 05:00:00 HBV 0.0 ND ND 25.7 ND 61 
01/12/2011 05:15:00 HBV 0.0 ND ND 25.2 ND 66 
01/12/2011 05:30:00 HBV 0.0 ND ND 25.4 ND 65 
01/12/2011 05:45:00 HBV 0.0 ND ND 25.7 ND 62 
01/12/2011 06:00:00 HBV 0.0 ND ND 25.9 ND 61 
