,Chuva,Dia,DirVento,HBV,Hora,Pressao,Temperatura,Umidade,VelVento,estacao,Geopotential_1000,Humidity_1000,Temperature_1000,WindU_1000,WindV_1000,Geopotential_700,Humidity_700,Temperature_700,WindU_700,WindV_700,Geopotential_200,Humidity_200,Temperature_200,WindU_200,WindV_200,CAPE,CIN,showalter,lift_index,k_index,total_totals,Wx,Wy,Day sin,Day cos,Year sin,Year cos
0,0.0,2014-12-01,0.0,HBV,00:00:00,0.0,0.0,0.0,0.0,iraja,1440.9609,87.70424,295.82376,-3.19389,0.10460384,31190.875,48.134907,282.5088,-4.7015305,-0.52927816,121620.21,42.439194,219.53647,26.330908,2.3497791,0.0,0.0,0.0,-272.9172651012324,32.6,47.900000000000006,0.0,0.0,-1.055102939882848e-12,1.0,-0.5070690656705781,0.8619054255775206
1,0.0,2014-12-01,0.0,HBV,01:00:00,0.0,0.0,0.0,0.0,iraja,1474.8594,88.795845,295.68994,-3.1590843,-0.14544275,31203.29,48.966846,282.2875,-4.9836407,-1.5465342,121579.92,30.151878,219.27591,22.101946,7.5480566,23.123893524966746,-6.225938028340798,0.0,-273.0520079850789,32.66666666666667,47.68333333333334,0.0,0.0,0.2588190450964036,0.9659258262907073,-0.5064511368424355,0.8622686623036956
2,0.0,2014-12-01,0.0,HBV,02:00:00,0.0,0.0,0.0,0.0,iraja,1456.2383,89.753494,295.59714,-2.8470535,-0.18235,31171.3,52.51459,281.97345,-5.081341,-2.2966738,121532.24,10.167484,219.12643,18.911062,11.296362,46.24778704993349,-12.451876056681597,0.0,-273.1867508689254,32.733333333333334,47.46666666666667,0.0,0.0,0.4999999999899447,0.8660254037902441,-0.5058329478114185,0.8626314560160734
3,0.0,2014-12-01,0.0,HBV,03:00:00,0.0,0.0,0.0,0.0,iraja,1396.5586,90.56227,295.53528,-2.299931,-0.036566377,31112.098,57.203568,281.66592,-5.3133793,-2.8599706,121461.59,12.3610115,219.12231,16.518316,12.753265,69.37168057490024,-18.677814085022394,0.0,-273.3214937527719,32.800000000000004,47.25,0.0,0.0,0.7071067811848952,0.7071067811881999,-0.5052144988950895,0.8629938065282877
4,0.0,2014-12-01,0.0,HBV,04:00:00,0.0,0.0,0.0,0.0,iraja,1348.8145,91.93837,295.45142,-1.7277722,0.21025084,31073.424,60.37917,281.53445,-5.95576,-3.388667,121390.945,12.881779,219.20346,13.888962,14.357107,92.49557409986699,-24.903752113363193,0.0,-273.4562366366184,32.86666666666667,47.03333333333334,0.0,0.0,0.8660254037806313,0.5000000000065945,-0.5045957904111932,0.8633557136541712
5,0.0,2014-12-01,0.0,HBV,05:00:00,0.0,0.0,0.0,0.0,iraja,1320.6445,93.827194,295.3146,-1.7912779,0.110601276,31038.57,61.700684,281.46606,-6.77217,-3.5745873,121318.164,11.285946,219.19637,10.459803,16.4281,115.61946762483373,-31.129690141703993,0.0,-273.59097952046494,32.93333333333334,46.81666666666667,0.0,0.0,0.9659258262894977,0.2588190451009179,-0.5039768226776077,0.8637171772077843
6,0.0,2014-12-01,0.0,HBV,06:00:00,0.0,0.0,0.0,0.0,iraja,1304.4121,95.557236,295.16055,-2.130787,-0.06332413,31010.879,62.623592,281.51663,-7.584915,-3.446796,121291.12,11.329342,219.17032,8.235349,17.401218,138.74336114980048,-37.35562817004479,0.0,-273.72572240431145,33.0,46.6,0.0,0.0,1.0,3.618447091477367e-12,-0.5033575960123445,0.8640781970034155
7,0.0,2014-12-01,0.0,HBV,07:00:00,0.0,0.0,0.0,0.0,iraja,1317.3027,96.72658,295.00647,-2.2993202,-0.20449436,31011.355,68.74159,281.4381,-7.9250355,-3.432033,121326.234,11.97044,219.21922,6.7773733,18.21215,161.86725467476722,-43.58156619838559,0.0,-273.860465288158,33.06666666666667,46.38333333333333,0.0,0.0,0.9659258262913708,-0.2588190450939276,-0.5027381107335479,0.864438772855581
8,0.0,2014-12-01,0.0,HBV,08:00:00,0.0,0.0,0.0,0.0,iraja,1338.3105,97.05903,294.88693,-1.95859,-0.3004532,31022.338,78.16916,281.16745,-7.9054956,-3.5893502,121347.555,14.396732,219.38196,3.7531157,19.872826,184.99114819973397,-49.80750422672639,0.0,-273.99520817200454,33.13333333333334,46.166666666666664,0.0,0.0,0.8660254037842497,-0.5000000000003272,-0.5021183671594953,0.8647989045790254
9,0.0,2014-12-01,0.0,HBV,09:00:00,0.0,0.0,0.0,0.0,iraja,1401.333,95.56385,294.84647,-1.8847036,-0.21325982,31093.477,83.40725,281.0717,-7.5421715,-4.226462,121393.84,16.836838,219.60686,1.4636774,20.923573,208.11504172470072,-56.033442255067186,0.0,-274.12995105585105,33.2,45.95,0.0,0.0,0.7071067811900125,-0.7071067811830827,-0.5014983656085965,0.8651585919887211
10,0.0,2014-12-01,0.0,HBV,10:00:00,0.0,0.0,0.0,0.0,iraja,1403.7197,88.66188,295.52875,-1.994617,-0.6722937,31125.465,88.16899,281.0485,-6.625619,-4.243993,121410.95,15.51717,219.9826,-3.583418,21.645786,231.23893524966746,-62.259380283407985,0.0,-274.26469393969757,33.26666666666667,45.733333333333334,0.0,0.0,0.5000000000088144,-0.8660254037793497,-0.5008781063993941,0.8655178348998692
11,0.0,2014-12-01,0.0,HBV,11:00:00,0.0,0.0,0.0,0.0,iraja,1442.3926,80.73445,296.75168,-1.9781299,-1.6254233,31185.623,81.46715,281.35782,-6.607911,-4.619985,121517.484,14.605831,220.03746,-5.6312485,20.21938,254.3628287746342,-68.48531831174878,0.0,-274.3994368235441,33.333333333333336,45.516666666666666,0.0,0.0,0.2588190451033939,-0.9659258262888344,-0.5002575898505629,0.8658766331278989
12,0.0,2014-12-01,0.0,HBV,12:00:00,0.0,0.0,0.0,0.0,iraja,1422.3398,72.764015,298.10727,-1.1812606,-1.8067303,31210.45,72.03462,281.6927,-7.3583727,-5.3678184,121544.32,13.791145,220.17596,-6.947592,20.61029,277.48672229960096,-74.71125634008958,0.0,-274.5341797073906,33.400000000000006,45.3,0.0,0.0,6.181791243071886e-12,-1.0,-0.4996368162809101,0.8662349864884679
13,0.0,2014-12-01,0.0,HBV,13:00:00,0.0,0.0,0.0,0.0,iraja,1382.2354,66.03571,299.4902,-1.0499754,-1.9525138,31209.496,66.29373,281.9074,-7.745511,-6.1221104,121546.59,13.13427,220.37688,-7.3891506,22.753365,248.20284473521528,-96.53487354935659,0.0,-274.3023892997958,32.72500000000001,45.275,0.0,0.0,-0.2588190450914516,-0.9659258262920343,-0.49901578600937485,0.8665928947974625
14,0.0,2014-12-01,0.0,HBV,14:00:00,0.0,0.0,0.0,0.0,iraja,1315.8701,62.75756,300.32355,-1.4749727,-1.5589904,31177.506,62.88657,282.03946,-7.418214,-6.6904817,121568.125,13.789173,220.5931,-7.8806953,26.346416,218.9189671708296,-118.35849075862359,0.0,-274.0705988922009,32.050000000000004,45.25,0.0,0.0,-0.4999999999981072,-0.8660254037855314,-0.4983944993550281,0.8669503578709976
