,Chuva,Dia,DirVento,HBV,Hora,Pressao,Temperatura,Umidade,VelVento,estacao,CAPE,CIN,showalter,lift_index,k_index,total_totals,Wx,Wy,Day sin,Day cos,Year sin,Year cos
4764,0.0,2019-12-20,0.0,HBV,02:00:00,0.0,23.7,93.0,0.0,iraja,792.8099588178131,-5.922846148538832,0.0,-276.1476277612679,38.06666666666666,47.266666666666666,0.0,0.0,0.49999999998995337,0.8660254037902391,-0.20567177393402342,0.9786210305357391
4765,0.0,2019-12-20,0.0,HBV,03:00:00,0.0,23.8,92.0,0.0,iraja,855.0360914220889,-5.5472210129774755,0.0,-276.2377234478592,37.6,47.0,0.0,0.0,0.7071067811849022,0.7071067811881928,-0.20497026284968115,0.9787682010299132
4766,0.0,2019-12-20,0.0,HBV,04:00:00,0.0,24.2,90.0,0.0,iraja,917.2622240263646,-5.171595877416119,0.0,-276.32781913445046,37.13333333333333,46.733333333333334,0.0,0.0,0.8660254037806363,0.5000000000065858,-0.20426864645628554,0.9789148686555522
4767,0.0,2019-12-20,0.0,HBV,05:00:00,0.0,23.8,92.0,0.0,iraja,979.4883566306404,-4.795970741854763,0.0,-276.4179148210418,36.666666666666664,46.46666666666667,0.0,0.0,0.9659258262857341,0.25881904511496434,-0.2035669251144222,0.9790610333372783
4768,0.0,2019-12-20,0.0,HBV,06:00:00,0.0,24.6,88.0,0.0,iraja,1041.714489234916,-4.420345606293407,0.0,-276.50801050763306,36.2,46.2,0.0,0.0,1.0,3.608488982118675e-12,-0.2028650991845638,0.9792066950000072
4769,0.0,2019-12-20,0.0,HBV,07:00:00,0.0,25.6,84.0,0.0,iraja,1103.9406218391919,-4.0447204707320505,0.0,-276.59810619422433,35.733333333333334,45.93333333333333,0.0,0.0,0.9659258262913683,-0.2588190450939372,-0.20216316902729228,0.9793518535689012
4770,0.0,2019-12-20,0.0,HBV,08:00:00,0.0,25.4,85.0,0.0,iraja,1166.1667544434677,-3.6690953351706943,0.0,-276.68820188081565,35.266666666666666,45.666666666666664,0.0,0.0,0.8660254037842448,-0.5000000000003357,-0.20146113500324322,0.9794965089693811
4771,0.0,2019-12-20,0.0,HBV,09:00:00,0.0,28.4,75.0,0.0,iraja,1228.3928870477434,-3.293470199609338,0.0,-276.7782975674069,34.8,45.4,0.0,0.0,0.7071067811900054,-0.7071067811830897,-0.2007589974731055,0.9796406611271266
4772,0.0,2019-12-20,0.0,HBV,10:00:00,0.0,30.5,66.0,0.0,iraja,1290.6190196520192,-2.917845064047982,0.0,-276.8683932539982,34.33333333333333,45.13333333333333,0.0,0.0,0.5000000000088057,-0.8660254037793547,-0.2000567567976212,0.9797843099680753
4773,0.0,2019-12-20,0.0,HBV,11:00:00,0.0,31.8,62.0,0.0,iraja,1352.845152256295,-2.5422199284866256,0.0,-276.9584889405895,33.86666666666667,44.86666666666667,0.0,0.0,0.25881904510338427,-0.9659258262888369,-0.1993544133375854,0.9799274554184239
