Relatório Meteorológico da Estação: Jardim Botânico 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/12/2015 00:00:00 HBV 0.4 ND ND 21.3 ND 95 
01/12/2015 00:15:00 HBV 0.2 ND ND 21.0 ND 95 
01/12/2015 00:30:00 HBV 0.4 ND ND 21.0 ND 95 
01/12/2015 00:45:00 HBV 0.2 ND ND 21.0 ND 95 
01/12/2015 01:00:00 HBV 0.2 ND ND 21.0 ND 95 
01/12/2015 01:15:00 HBV 0.2 ND ND 21.0 ND 95 
01/12/2015 01:30:00 HBV 0.0 ND ND 21.0 ND 95 
01/12/2015 01:45:00 HBV 0.2 ND ND 21.0 ND 96 
01/12/2015 02:00:00 HBV 0.2 ND ND 21.0 ND 96 
01/12/2015 02:15:00 HBV 0.4 ND ND 21.0 ND 96 
01/12/2015 02:30:00 HBV 0.4 ND ND 21.0 ND 96 
01/12/2015 02:45:00 HBV 0.4 ND ND 21.0 ND 96 
01/12/2015 03:00:00 HBV 0.0 ND ND 21.0 ND 96 
01/12/2015 03:15:00 HBV 0.2 ND ND 21.0 ND 96 
01/12/2015 03:30:00 HBV 0.0 ND ND 20.8 ND 96 
01/12/2015 03:45:00 HBV 0.0 ND ND 20.8 ND 96 
01/12/2015 04:00:00 HBV 0.0 ND ND 21.0 ND 96 
01/12/2015 04:15:00 HBV 0.0 ND ND 21.0 ND 95 
01/12/2015 04:30:00 HBV 0.0 ND ND 21.3 ND 95 
01/12/2015 04:45:00 HBV 0.0 ND ND 21.0 ND 95 
01/12/2015 05:00:00 HBV 0.0 ND ND 21.3 ND 95 
01/12/2015 05:15:00 HBV 0.0 ND ND 21.3 ND 95 
01/12/2015 05:30:00 HBV 0.0 ND ND 21.3 ND 95 
01/12/2015 05:45:00 HBV 0.2 ND ND 21.5 ND 95 
01/12/2015 06:00:00 HBV 0.0 ND ND 21.3 ND 95 
