Relatório Meteorológico da Estação: Jardim Botânico 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/07/2021 00:00:00 HBV 0.0 ND ND 17.0 ND 66 
01/07/2021 00:05:00 HBV 0.0 ND ND 16.9 ND 66 
01/07/2021 00:10:00 HBV 0.0 ND ND 17.0 ND 66 
01/07/2021 00:15:00 HBV 0.0 ND ND 17.0 ND 66 
01/07/2021 00:20:00 HBV 0.0 ND ND 16.8 ND 67 
01/07/2021 00:25:00 HBV 0.0 ND ND 17.0 ND 67 
01/07/2021 00:30:00 HBV 0.0 ND ND 16.9 ND 67 
01/07/2021 00:35:00 HBV 0.0 ND ND 16.9 ND 68 
01/07/2021 00:40:00 HBV 0.0 ND ND 17.0 ND 67 
01/07/2021 00:45:00 HBV 0.0 ND ND 16.9 ND 68 
01/07/2021 00:50:00 HBV 0.0 ND ND 16.8 ND 68 
01/07/2021 00:55:00 HBV 0.0 ND ND 16.8 ND 67 
01/07/2021 01:00:00 HBV 0.0 ND ND 16.7 ND 68 
01/07/2021 01:05:00 HBV 0.0 ND ND 16.7 ND 68 
01/07/2021 01:10:00 HBV 0.0 ND ND 16.7 ND 69 
01/07/2021 01:15:00 HBV 0.0 ND ND 16.9 ND 68 
01/07/2021 01:20:00 HBV 0.0 ND ND 17.0 ND 68 
01/07/2021 01:25:00 HBV 0.0 ND ND 16.8 ND 68 
01/07/2021 01:30:00 HBV 0.0 ND ND 16.5 ND 69 
01/07/2021 01:35:00 HBV 0.0 ND ND 16.7 ND 69 
01/07/2021 01:40:00 HBV 0.0 ND ND 16.6 ND 69 
01/07/2021 01:45:00 HBV 0.0 ND ND 16.8 ND 68 
01/07/2021 01:50:00 HBV 0.0 ND ND 16.4 ND 69 
01/07/2021 01:55:00 HBV 0.0 ND ND 16.3 ND 69 
01/07/2021 02:00:00 HBV 0.0 ND ND 16.7 ND 69 
