Relatório Meteorológico da Estação: São Cristóvão 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/07/2013 00:00:00 nHBV 0.0 - 0.0 23.0 1012.5 85 
01/07/2013 00:15:00 nHBV 0.0 - 0.0 22.9 1012.7 84 
01/07/2013 00:30:00 nHBV 0.0 - 0.0 23.2 1012.2 85 
01/07/2013 00:45:00 nHBV 0.0 - 0.0 24.0 1012.2 84 
01/07/2013 01:00:00 nHBV 0.0 - 0.0 24.0 1012.4 84 
01/07/2013 01:15:00 nHBV 0.0 - 0.0 23.8 1012.4 83 
01/07/2013 01:30:00 nHBV 0.0 - 0.0 23.8 1012.1 82 
01/07/2013 01:45:00 nHBV 0.0 191 0.9 23.0 1012.1 82 
01/07/2013 02:00:00 nHBV 0.0 194 0.9 22.7 1011.9 81 
01/07/2013 02:15:00 nHBV 0.0 - 0.0 23.5 1011.7 82 
01/07/2013 02:30:00 nHBV 0.0 - 0.0 23.4 1011.7 82 
01/07/2013 02:45:00 nHBV 0.0 - 0.0 23.4 1011.7 82 
01/07/2013 03:00:00 nHBV 0.0 - 0.0 24.0 1011.5 81 
01/07/2013 03:15:00 nHBV 0.0 - 0.0 24.0 1011.9 82 
01/07/2013 03:30:00 nHBV 0.0 - 0.0 22.7 1012.0 82 
01/07/2013 03:45:00 nHBV 0.0 - 0.0 24.0 1011.9 82 
01/07/2013 04:00:00 nHBV 0.0 - 0.0 23.8 1011.7 83 
01/07/2013 04:15:00 nHBV 0.0 - 0.0 23.0 1011.9 83 
01/07/2013 04:30:00 nHBV 0.0 - 0.0 23.6 1012.0 83 
01/07/2013 04:45:00 nHBV 0.0 - 0.0 23.4 1011.6 82 
01/07/2013 05:00:00 nHBV 0.0 - 0.0 23.1 1011.3 82 
01/07/2013 05:15:00 nHBV 0.0 - 0.0 23.6 1011.6 84 
