Relatório Meteorológico da Estação: São Cristóvão 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/10/2021 00:00:00 HBV 0.0 101 6.7 22.1 1011.4 75 
01/10/2021 00:05:00 HBV 0.0 094 10.9 22.1 1011.4 75 
01/10/2021 00:10:00 HBV 0.0 120 10.2 22.0 1011.4 75 
01/10/2021 00:15:00 HBV 0.0 134 7.4 22.0 1011.4 75 
01/10/2021 00:20:00 HBV 0.0 083 3.9 22.1 1011.4 76 
01/10/2021 00:25:00 HBV 0.0 146 1.8 22.3 1011.4 75 
01/10/2021 00:30:00 HBV 0.0 110 8.5 22.3 1011.4 75 
01/10/2021 00:35:00 HBV 0.0 104 7.4 22.3 1011.1 75 
01/10/2021 00:40:00 HBV 0.0 145 4.9 22.3 1010.9 75 
01/10/2021 00:45:00 HBV 0.0 095 5.3 22.3 1010.9 74 
01/10/2021 00:50:00 HBV 0.0 106 8.5 22.0 1010.5 75 
01/10/2021 00:55:00 HBV 0.0 138 12.0 22.0 1010.4 75 
01/10/2021 01:00:00 HBV 0.0 112 16.6 22.0 1010.0 75 
01/10/2021 01:05:00 HBV 0.0 114 10.6 21.9 1009.9 76 
01/10/2021 01:10:00 HBV 0.0 157 12.3 21.8 1009.7 77 
01/10/2021 01:15:00 HBV 0.0 136 14.8 21.8 1009.4 77 
01/10/2021 01:20:00 HBV 0.0 134 11.6 21.8 1009.4 77 
01/10/2021 01:25:00 HBV 0.0 123 7.4 21.8 1009.2 78 
01/10/2021 01:30:00 HBV 0.0 136 2.8 21.6 1009.2 78 
01/10/2021 01:35:00 HBV 0.0 139 5.6 21.9 1009.2 77 
01/10/2021 01:40:00 HBV 0.0 130 5.3 22.0 1009.1 77 
01/10/2021 01:45:00 HBV 0.0 131 6.4 21.8 1009.1 77 
01/10/2021 01:50:00 HBV 0.0 115 3.5 21.9 1009.4 77 
