Relatório Meteorológico da Estação: São Cristóvão 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/03/2021 00:00:00 HBV 0.0 148 2.5 26.2 1009.4 71 
01/03/2021 00:05:00 HBV 0.0 093 9.2 25.9 1009.4 71 
01/03/2021 00:10:00 HBV 0.0 119 6.0 25.9 1009.4 72 
01/03/2021 00:15:00 HBV 0.0 153 16.9 25.7 1009.2 72 
01/03/2021 00:20:00 HBV 0.0 151 6.7 25.7 1009.4 73 
01/03/2021 00:25:00 HBV 0.0 134 8.1 25.7 1009.2 73 
01/03/2021 00:30:00 HBV 0.0 - 0.0 25.6 1009.4 73 
01/03/2021 00:35:00 HBV 0.0 - 0.0 25.8 1009.4 73 
01/03/2021 00:40:00 HBV 0.0 141 14.8 25.7 1009.2 73 
01/03/2021 00:45:00 HBV 0.0 148 10.2 25.7 1009.2 72 
01/03/2021 00:50:00 HBV 0.0 149 17.3 25.7 1008.9 72 
01/03/2021 00:55:00 HBV 0.0 148 12.0 25.7 1008.9 72 
01/03/2021 01:00:00 HBV 0.0 160 8.5 25.7 1008.9 72 
01/03/2021 01:05:00 HBV 0.0 133 5.3 25.4 1008.9 73 
01/03/2021 01:10:00 HBV 0.0 121 7.8 25.6 1008.9 73 
01/03/2021 01:15:00 HBV 0.0 149 13.8 25.7 1008.9 73 
01/03/2021 01:20:00 HBV 0.0 159 18.3 25.6 1008.7 73 
01/03/2021 01:25:00 HBV 0.0 154 6.0 25.6 1008.9 73 
01/03/2021 01:30:00 HBV 0.0 129 10.2 25.7 1008.7 74 
01/03/2021 01:35:00 HBV 0.0 159 4.9 25.6 1008.7 74 
01/03/2021 01:40:00 HBV 0.0 148 6.4 25.4 1008.7 75 
01/03/2021 01:45:00 HBV 0.0 166 10.6 25.6 1008.7 75 
01/03/2021 01:50:00 HBV 0.0 164 4.2 25.3 1008.7 75 
