Relatório Meteorológico da Estação: Sao Cristovao 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/07/2011 00:00:00 nHBV 0.0 - 0.0 21.4 1013.7 86 
01/07/2011 00:15:00 nHBV 0.0 - 0.0 20.9 1013.9 87 
01/07/2011 00:30:00 nHBV 0.0 023 1.3 21.2 1013.7 88 
01/07/2011 00:45:00 nHBV 0.0 - 0.0 20.5 1013.8 88 
01/07/2011 01:00:00 nHBV 0.0 - 0.0 20.9 1013.5 90 
01/07/2011 01:15:00 nHBV 0.0 339 0.4 20.8 1013.2 90 
01/07/2011 01:30:00 nHBV 0.0 - 0.0 20.3 1013.3 90 
01/07/2011 01:45:00 nHBV 0.0 - 0.0 20.3 1013.2 91 
01/07/2011 02:00:00 nHBV 0.0 - 0.0 19.7 1013.0 91 
01/07/2011 02:15:00 nHBV 0.0 006 0.7 19.8 1012.7 92 
01/07/2011 02:30:00 nHBV 0.0 - 0.0 20.1 1012.7 91 
01/07/2011 02:45:00 nHBV 0.0 - 0.0 19.7 1012.7 91 
01/07/2011 03:00:00 nHBV 0.0 - 0.0 20.1 1012.5 92 
01/07/2011 03:15:00 nHBV 0.0 211 0.4 20.1 1012.5 92 
01/07/2011 03:30:00 nHBV 0.0 - 0.0 20.7 1012.5 92 
01/07/2011 03:45:00 nHBV 0.0 - 0.0 20.1 1012.2 92 
01/07/2011 04:00:00 nHBV 0.0 - 0.0 19.7 1012.2 92 
01/07/2011 04:15:00 nHBV 0.0 - 0.0 20.3 1012.2 93 
01/07/2011 04:30:00 nHBV 0.0 - 0.0 19.6 1012.2 93 
01/07/2011 04:45:00 nHBV 0.0 - 0.0 19.6 1012.2 93 
01/07/2011 05:00:00 nHBV 0.0 000 0.7 20.1 1012.2 93 
01/07/2011 05:15:00 nHBV 0.0 - 0.0 19.9 1012.5 93 
