Relatório Meteorológico da Estação: Sao Cristovao 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/03/2011 00:00:00 nHBV 0.0 - 0.0 23.8 1006.4 93 
01/03/2011 00:15:00 nHBV 0.0 - 0.0 23.4 1006.2 93 
01/03/2011 00:30:00 nHBV 0.0 - 0.0 23.7 1006.5 93 
01/03/2011 00:45:00 nHBV 0.0 - 0.0 23.6 1005.8 93 
01/03/2011 01:00:00 nHBV 0.0 - 0.0 23.8 1005.5 93 
01/03/2011 01:15:00 nHBV 0.0 - 0.0 23.7 1005.4 93 
01/03/2011 01:30:00 nHBV 0.0 - 0.0 23.7 1005.2 93 
01/03/2011 01:45:00 nHBV 0.0 - 0.0 23.7 1004.9 92 
01/03/2011 02:00:00 nHBV 0.0 - 0.0 23.7 1005.0 93 
01/03/2011 02:15:00 nHBV 0.0 - 0.0 23.7 1005.3 93 
01/03/2011 02:30:00 nHBV 0.0 - 0.0 24.3 1004.7 93 
01/03/2011 02:45:00 nHBV 0.0 - 0.0 24.2 1004.8 93 
01/03/2011 03:00:00 nHBV 0.0 - 0.0 24.0 1004.7 92 
01/03/2011 03:15:00 nHBV 0.0 - 0.0 24.1 1004.5 92 
01/03/2011 03:30:00 nHBV 0.0 - 0.0 24.2 1004.5 91 
01/03/2011 03:45:00 nHBV 0.0 - 0.0 23.7 1004.5 91 
01/03/2011 04:00:00 nHBV 0.0 - 0.0 24.2 1004.4 92 
01/03/2011 04:15:00 nHBV 0.0 - 0.0 23.8 1004.8 90 
01/03/2011 04:30:00 nHBV 0.0 - 0.0 23.8 1004.5 90 
01/03/2011 04:45:00 nHBV 0.0 - 0.0 24.2 1004.8 90 
01/03/2011 05:00:00 nHBV 0.0 - 0.0 23.8 1004.7 90 
01/03/2011 05:15:00 nHBV 0.0 - 0.0 24.2 1004.9 90 
