Relatório Meteorológico da Estação: São Cristóvão 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/03/2013 00:00:00 nHBV 0.0 - 0.0 23.7 1011.1 86 
01/03/2013 00:15:00 nHBV 0.0 - 0.0 23.7 1010.9 88 
01/03/2013 00:30:00 nHBV 0.2 - 0.0 23.7 1010.9 88 
01/03/2013 00:45:00 nHBV 0.0 - 0.0 23.8 1010.9 85 
01/03/2013 01:00:00 nHBV 0.0 - 0.0 23.7 1010.9 86 
01/03/2013 01:15:00 nHBV 0.0 - 0.0 24.1 1010.9 85 
01/03/2013 01:30:00 nHBV 0.0 210 1.4 24.2 1010.5 82 
01/03/2013 01:45:00 nHBV 0.0 - 0.0 24.7 1010.6 82 
01/03/2013 02:00:00 nHBV 0.0 198 1.6 24.6 1010.4 82 
01/03/2013 02:15:00 nHBV 0.0 - 0.0 24.3 1010.6 82 
01/03/2013 02:30:00 nHBV 0.0 - 0.0 24.2 1010.6 82 
01/03/2013 02:45:00 nHBV 0.0 - 0.0 24.5 1010.6 83 
01/03/2013 03:00:00 nHBV 0.0 - 0.0 24.2 1010.4 82 
01/03/2013 03:15:00 nHBV 0.0 - 0.0 24.5 1010.4 82 
01/03/2013 03:30:00 nHBV 0.0 088 2.1 24.5 1010.2 78 
01/03/2013 03:45:00 nHBV 0.0 189 0.5 24.5 1010.2 81 
01/03/2013 04:00:00 nHBV 0.0 197 1.8 24.2 1010.2 82 
01/03/2013 04:15:00 nHBV 0.0 149 0.5 23.8 1010.3 83 
01/03/2013 04:30:00 nHBV 0.0 171 2.1 23.8 1010.4 80 
01/03/2013 04:45:00 nHBV 0.0 184 3.2 23.5 1010.4 80 
01/03/2013 05:00:00 nHBV 0.0 - 0.0 23.8 1010.3 80 
01/03/2013 05:15:00 nHBV 0.0 - 0.0 24.1 1010.3 80 
