Relatório Meteorológico da Estação: São Cristóvão 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/08/2015 00:00:00 HBV 0.0 - 0.0 23.0 1016.7 86 
01/08/2015 00:15:00 HBV 0.0 - 0.0 22.7 1016.5 86 
01/08/2015 00:30:00 HBV 0.0 115 7.1 22.7 1016.3 87 
01/08/2015 00:45:00 HBV 0.0 137 6.0 22.9 1016.3 84 
01/08/2015 01:00:00 HBV 0.0 148 3.9 22.5 1016.3 86 
01/08/2015 01:15:00 HBV 0.0 - 0.0 22.7 1016.0 88 
01/08/2015 01:30:00 HBV 0.0 - 0.0 22.1 1015.6 89 
01/08/2015 01:45:00 HBV 0.0 - 0.0 22.0 1015.5 90 
01/08/2015 02:00:00 HBV 0.0 - 0.0 21.8 1015.5 91 
01/08/2015 02:15:00 HBV 0.0 - 0.0 22.0 1015.3 91 
01/08/2015 02:30:00 HBV 0.0 116 4.9 21.9 1015.3 91 
01/08/2015 02:45:00 HBV 0.0 - 0.0 21.8 1015.0 91 
01/08/2015 03:00:00 HBV 0.0 - 0.0 21.8 1015.0 91 
01/08/2015 03:15:00 HBV 0.0 048 2.1 21.9 1014.9 90 
01/08/2015 03:30:00 HBV 0.0 - 0.0 21.5 1014.7 91 
01/08/2015 03:45:00 HBV 0.0 - 0.0 21.5 1014.8 91 
01/08/2015 04:00:00 HBV 0.0 - 0.0 21.5 1014.7 91 
01/08/2015 04:15:00 HBV 0.0 - 0.0 21.4 1014.7 92 
01/08/2015 04:30:00 HBV 0.0 - 0.0 21.4 1014.8 92 
01/08/2015 04:45:00 HBV 0.0 - 0.0 21.5 1014.8 91 
01/08/2015 05:00:00 HBV 0.0 - 0.0 21.3 1014.7 91 
01/08/2015 05:15:00 HBV 0.0 - 0.0 21.2 1015.0 90 
01/08/2015 05:30:00 HBV 0.0 - 0.0 21.0 1014.9 90 
