Relatório Meteorológico da Estação: Alto da Boa Vista 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/01/2017 00:00:00 HBV 0.0 ND ND 26.4 ND 84 
01/01/2017 00:15:00 HBV 0.0 ND ND 26.2 ND 82 
01/01/2017 00:30:00 HBV 0.0 ND ND 26.4 ND 81 
01/01/2017 00:45:00 HBV 0.0 ND ND 26.2 ND 82 
01/01/2017 01:00:00 HBV 0.0 ND ND 25.4 ND 82 
01/01/2017 01:15:00 HBV 0.0 ND ND 25.2 ND 84 
01/01/2017 01:30:00 HBV 0.0 ND ND 24.9 ND 87 
01/01/2017 01:45:00 HBV 0.0 ND ND 24.7 ND 88 
01/01/2017 02:00:00 HBV 0.0 ND ND 24.7 ND 87 
01/01/2017 02:15:00 HBV 0.0 ND ND 24.5 ND 86 
01/01/2017 02:30:00 HBV 0.0 ND ND 24.2 ND 87 
01/01/2017 02:45:00 HBV 0.0 ND ND 24.2 ND 86 
01/01/2017 03:00:00 HBV 0.0 ND ND 24.5 ND 87 
01/01/2017 03:15:00 HBV 0.0 ND ND 24.7 ND 88 
01/01/2017 03:30:00 HBV 0.0 ND ND 24.2 ND 89 
01/01/2017 03:45:00 HBV 0.0 ND ND 24.2 ND 90 
01/01/2017 04:00:00 HBV 0.0 ND ND 24.0 ND 91 
01/01/2017 04:15:00 HBV 0.0 ND ND 23.7 ND 92 
01/01/2017 04:30:00 HBV 0.0 ND ND 23.7 ND 91 
01/01/2017 04:45:00 HBV 0.0 ND ND 23.7 ND 88 
01/01/2017 05:00:00 HBV 0.0 ND ND 23.7 ND 88 
01/01/2017 05:15:00 HBV 0.0 ND ND 24.2 ND 85 
01/01/2017 05:30:00 HBV 0.0 ND ND 23.7 ND 87 
01/01/2017 05:45:00 HBV 0.0 ND ND 24.0 ND 86 
01/01/2017 06:00:00 HBV 0.0 ND ND 23.7 ND 87 
