Relatório Meteorológico da Estação: São Cristóvão 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/04/2017 00:00:00 HBV 0.0 354 7.4 23.4 1014.1 67 
01/04/2017 00:15:00 HBV 0.0 317 6.0 23.2 1013.6 68 
01/04/2017 00:30:00 HBV 0.0 331 4.9 23.4 1013.6 67 
01/04/2017 00:45:00 HBV 0.0 - 0.0 23.4 1013.3 68 
01/04/2017 01:00:00 HBV 0.0 321 4.9 23.2 1013.1 68 
01/04/2017 01:15:00 HBV 0.0 328 5.3 23.4 1013.1 68 
01/04/2017 01:30:00 HBV 0.0 333 7.8 23.4 1013.2 68 
01/04/2017 01:45:00 HBV 0.0 356 8.8 23.2 1012.8 67 
01/04/2017 02:00:00 HBV 0.0 349 3.2 22.6 1013.1 74 
01/04/2017 02:15:00 HBV 0.4 - 0.0 21.5 1013.1 82 
01/04/2017 02:30:00 HBV 0.0 - 0.0 21.3 1013.1 83 
01/04/2017 02:45:00 HBV 0.0 334 5.3 21.5 1012.7 82 
01/04/2017 03:00:00 HBV 0.0 006 5.6 21.2 1012.8 82 
01/04/2017 03:15:00 HBV 0.0 - 0.0 21.8 1012.6 81 
01/04/2017 03:30:00 HBV 0.2 - 0.0 21.4 1012.6 82 
01/04/2017 03:45:00 HBV 1.2 - 0.0 20.7 1012.6 89 
01/04/2017 04:00:00 HBV 0.2 - 0.0 20.9 1012.6 91 
01/04/2017 04:15:00 HBV 0.6 - 0.0 20.9 1012.5 91 
01/04/2017 04:30:00 HBV 0.6 - 0.0 20.8 1012.5 92 
01/04/2017 04:45:00 HBV 3.4 - 0.0 20.5 1012.7 93 
01/04/2017 05:00:00 HBV 3.6 - 0.0 20.4 1012.7 94 
01/04/2017 05:15:00 HBV 0.0 034 1.1 19.7 1012.6 94 
01/04/2017 05:30:00 HBV 0.2 - 0.0 20.3 1012.8 95 
