Relatório Meteorológico da Estação: São Cristóvão 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/07/2018 00:00:00 HBV 0.0 - 0.0 22.5 1011.6 74 
01/07/2018 00:15:00 HBV 0.0 - 0.0 23.0 1011.4 75 
01/07/2018 00:30:00 HBV 0.0 - 0.0 22.9 1011.6 74 
01/07/2018 00:45:00 HBV 0.0 - 0.0 22.9 1011.4 76 
01/07/2018 01:00:00 HBV 0.0 - 0.0 22.4 1011.4 76 
01/07/2018 01:15:00 HBV 0.0 - 0.0 22.6 1011.4 77 
01/07/2018 01:30:00 HBV 0.0 - 0.0 22.4 1011.1 78 
01/07/2018 01:45:00 HBV 0.0 - 0.0 22.5 1011.0 78 
01/07/2018 02:00:00 HBV 0.0 - 0.0 22.4 1011.1 79 
01/07/2018 02:15:00 HBV 0.0 - 0.0 22.1 1011.1 81 
01/07/2018 02:30:00 HBV 0.0 - 0.0 22.1 1011.1 80 
01/07/2018 02:45:00 HBV 0.0 - 0.0 21.8 1011.1 80 
01/07/2018 03:00:00 HBV 0.0 - 0.0 21.9 1010.9 81 
01/07/2018 03:15:00 HBV 0.0 - 0.0 21.6 1010.9 82 
01/07/2018 03:30:00 HBV 0.0 - 0.0 21.3 1011.0 83 
01/07/2018 03:45:00 HBV 0.0 - 0.0 21.4 1011.0 83 
01/07/2018 04:00:00 HBV 0.0 - 0.0 21.4 1011.0 82 
01/07/2018 04:15:00 HBV 0.0 - 0.0 21.5 1010.9 83 
01/07/2018 04:30:00 HBV 0.0 - 0.0 21.2 1010.8 84 
01/07/2018 04:45:00 HBV 0.0 - 0.0 20.7 1010.8 85 
01/07/2018 05:00:00 HBV 0.0 - 0.0 21.2 1010.8 85 
01/07/2018 05:15:00 HBV 0.0 - 0.0 20.9 1011.0 85 
01/07/2018 05:30:00 HBV 0.0 - 0.0 21.0 1011.0 85 
